rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,position,x,y,z,orientation,qx,qy,qz,qw
2437994000000,,109617,,2437,994000000,"""map""","""base_link""",,,-9.606249268,-346.894617226,0.0069312529,,7.67494346184E-05,-9.17065601196E-05,-0.7165834009,-0.6975014088
2438004000000,,109618,,2438,4000000,"""map""","""base_link""",,,-9.6062437539,-346.894631481,0.0069298829,,7.48437272753E-05,-8.84624291856E-05,-0.7165827067,-0.6975021227
2438014000000,,109619,,2438,14000000,"""map""","""base_link""",,,-9.606229057,-346.894643378,0.0069277745,,7.49562200725E-05,-8.82277222113E-05,-0.7165814562,-0.6975034073
2438024000000,,109620,,2438,24000000,"""map""","""base_link""",,,-9.6062035387,-346.894661428,0.0069253634,,7.56712194304E-05,-8.85448724902E-05,-0.7165769756,-0.6975080104
2438034000000,,109621,,2438,34000000,"""map""","""base_link""",,,-9.606192914,-346.894677801,0.0069341223,,7.59546101105E-05,-9.18425545323E-05,-0.7165696539,-0.6975155317
2438044000000,,109622,,2438,44000000,"""map""","""base_link""",,,-9.6062023629,-346.894694829,0.0069347296,,7.61158420167E-05,-9.11315048625E-05,-0.7165654815,-0.6975198181
2438054000000,,109623,,2438,54000000,"""map""","""base_link""",,,-9.6062104032,-346.894710853,0.0069308275,,7.5339234676E-05,-9.16514892364E-05,-0.7165616607,-0.6975237432
2438064000000,,109624,,2438,64000000,"""map""","""base_link""",,,-9.6062566342,-346.894727582,0.0069318074,,7.42946791501E-05,-9.09826376896E-05,-0.7165630839,-0.6975222813
2438074000000,,109625,,2438,74000000,"""map""","""base_link""",,,-9.6062461198,-346.894745062,0.006933318,,7.36311756665E-05,-9.02145709026E-05,-0.7165327159,-0.6975534771
2438084000000,,109626,,2438,84000000,"""map""","""base_link""",,,-9.6062388936,-346.894757886,0.0069355814,,7.26636038018E-05,-8.94905187169E-05,-0.7165307355,-0.6975555116
2438094000000,,109627,,2438,94000000,"""map""","""base_link""",,,-9.606226742,-346.894769523,0.0069307718,,7.39837713946E-05,-8.97263053812E-05,-0.7165287676,-0.6975575329
2438104000000,,109628,,2438,104000000,"""map""","""base_link""",,,-9.6062044261,-346.894787238,0.0069243251,,7.64307561988E-05,-9.04778044069E-05,-0.7165251257,-0.6975612734
